player_name,stat,median_diff,games_home,games_away
Lachlan Sholl,disposals,-7,3,2
Tanner Bruhn,disposals,-7,10,11
Jacob Blight,disposals,-8.5,4,3
Deven Robertson,disposals,-9,3,5
Charlie Dean,disposals,-11,3,1
Jaxon Binns,disposals,-11,2,3
Tom Mitchell,disposals,NA,0,4
Darcy Tucker,fantasy_points,53,4,3
Harvey Gallagher,fantasy_points,31,3,5
Jai Culley,fantasy_points,31,5,6
Jarman Impey,fantasy_points,30,20,25
Mattaes Phillipou,fantasy_points,29.5,11,18
Balyn O'Brien,fantasy_points,29,3,3
Henry Hustwaite,fantasy_points,29,3,2
Brent Daniels,fantasy_points,28,8,8
Cooper Trembath,fantasy_points,28,14,12
Wade Derksen,fantasy_points,28,5,9
Jack Carroll,fantasy_points,27,6,9
Ewan Mackinlay,fantasy_points,26,8,7
Will Setterfield,fantasy_points,26,11,13
Hayden McLean,fantasy_points,25.5,12,17
John Noble,fantasy_points,25.5,22,26
Jesse Dattoli,fantasy_points,25,4,2
Malcolm Rosas,fantasy_points,25,10,10
Rhys Unwin,fantasy_points,24,5,2
Ryan Burton,fantasy_points,24,5,3
Nick Holman,fantasy_points,23.5,10,13
Mitch Georgiades,fantasy_points,23,23,21
Dion Prestia,fantasy_points,22.5,14,15
Callum Coleman-Jones,fantasy_points,22,4,2
Finn Maginness,fantasy_points,22,8,11
Ty Gallop,fantasy_points,22,9,15
Tyrell Dewar,fantasy_points,22,7,9
Joe Richards,fantasy_points,21,23,19
Matt Guelfi,fantasy_points,21,7,8
George Stevens,fantasy_points,20.5,2,2
Jasper Alger,fantasy_points,20.5,6,6
Taylor Adams,fantasy_points,20.5,2,2
Calsher Dear,fantasy_points,20,7,7
Max Ramsden,fantasy_points,20,2,4
Mitch Knevitt,fantasy_points,19.5,3,6
Tom Hanily,fantasy_points,19.5,6,7
Brynn Teakle,fantasy_points,19,1,3
Daniel Rioli,fantasy_points,19,18,22
Sam Powell-Pepper,fantasy_points,19,9,7
Flynn Perez,fantasy_points,18.5,6,1
Christopher Scerri,fantasy_points,18,4,5
Dougal Howard,fantasy_points,18,7,3
Liam Fawcett,fantasy_points,18,3,5
Mark Keane,fantasy_points,18,18,16
Harrison Petty,fantasy_points,17.5,20,18
Max Holmes,fantasy_points,17.5,24,20
Oliver Francou,fantasy_points,17.5,2,2
Jy Farrar,fantasy_points,17,6,5
Nic Newman,fantasy_points,17,7,9
Patrick Dangerfield,fantasy_points,17,21,19
Wayne Milera,fantasy_points,17,24,18
Kane Farrell,fantasy_points,16.5,18,16
Lachlan Cowan,fantasy_points,16.5,18,18
Logan Evans,fantasy_points,16.5,14,15
Eric Hipwood,fantasy_points,16,15,17
Hudson O'Keeffe,fantasy_points,16,5,3
Jack Gunston,fantasy_points,16,18,22
Jai Serong,fantasy_points,16,12,10
Lachie Jones,fantasy_points,16,20,18
Laitham Vandermeer,fantasy_points,16,9,12
Ned Reeves,fantasy_points,15.5,8,8
Oskar Smartt,fantasy_points,15.5,2,2
Brodie Grundy,fantasy_points,15,20,23
Errol Gulden,fantasy_points,15,11,10
Jeremy Sharp,fantasy_points,15,7,9
Max Kondogiannis,fantasy_points,15,7,5
Sam Banks,fantasy_points,15,20,20
Sean Darcy,fantasy_points,15,11,13
Steele Sidebottom,fantasy_points,15,24,19
Tyson Stengle,fantasy_points,15,13,11
Conor Stone,fantasy_points,14.5,8,9
Jake Melksham,fantasy_points,14.5,12,13
Joe Berry,fantasy_points,14.5,18,17
Zach Merrett,fantasy_points,14.5,22,23
Ben Paton,fantasy_points,14,2,2
Campbell Gray,fantasy_points,14,3,10
Edward Allan,fantasy_points,14,15,16
Luke Trainor,fantasy_points,14,16,17
Paddy Cross,fantasy_points,14,5,6
Bailey Scott,fantasy_points,13.5,8,7
Nick Bryan,fantasy_points,13.5,9,8
Sam Lalor,fantasy_points,13.5,11,12
Cooper Sharman,fantasy_points,13,21,21
Hugo Ralphsmith,fantasy_points,13,12,13
Jesse Hogan,fantasy_points,13,14,11
Jimmy Webster,fantasy_points,13,9,6
Josh Treacy,fantasy_points,13,23,24
Lewis Melican,fantasy_points,13,16,11
Matthew Carroll,fantasy_points,13,15,12
Noah Mraz,fantasy_points,13,2,2
Patrick Retschko,fantasy_points,13,9,9
Tom McCartin,fantasy_points,13,20,20
Ashton Moir,fantasy_points,12.5,5,6
Brady Hough,fantasy_points,12.5,21,24
Clay Hall,fantasy_points,12.5,5,8
Rory Lobb,fantasy_points,12.5,21,22
Zac Fisher,fantasy_points,12.5,6,2
Christian Petracca,fantasy_points,12,23,20
Elliot Yeo,fantasy_points,12,10,11
Jagga Smith,fantasy_points,12,11,12
Jason Johannisen,fantasy_points,12,8,8
Josh Daicos,fantasy_points,12,25,23
Josh Sinn,fantasy_points,12,11,9
Liam Jones,fantasy_points,12,2,3
Ollie Wines,fantasy_points,12,19,20
Oscar McInerney,fantasy_points,12,5,9
Sam De Koning,fantasy_points,12,24,18
Sid Draper,fantasy_points,12,5,5
Stephen Coniglio,fantasy_points,12,17,14
Dylan Stephens,fantasy_points,11.5,24,21
Jack Martin,fantasy_points,11.5,18,13
Noah Long,fantasy_points,11.5,4,6
Blake Hardwick,fantasy_points,11,23,26
Connor Rozee,fantasy_points,11,13,10
Cooper Duff-Tytler,fantasy_points,11,7,9
Harry Cunningham,fantasy_points,11,12,12
Harry Kyle,fantasy_points,11,5,5
Jason Horne-Francis,fantasy_points,11,21,15
Jayden Short,fantasy_points,11,19,18
Max Gruzewski,fantasy_points,11,10,12
Nicholas Madden,fantasy_points,11,7,5
Sam Docherty,fantasy_points,11,9,6
Thomson Dow,fantasy_points,11,6,5
Dante Visentini,fantasy_points,10.5,12,11
Finn O'Sullivan,fantasy_points,10.5,19,22
Harry Armstrong,fantasy_points,10.5,6,6
Jesse Motlop,fantasy_points,10.5,12,11
Paul Curtis,fantasy_points,10.5,22,17
Sam Wicks,fantasy_points,10.5,20,19
Archer Day-Wicks,fantasy_points,10,13,13
Bailey Smith,fantasy_points,10,24,21
Gryan Miers,fantasy_points,10,21,18
Harris Andrews,fantasy_points,10,22,25
Jack Macrae,fantasy_points,10,17,16
Joel Fitzgerald,fantasy_points,10,5,5
Jordan Ridley,fantasy_points,10,8,9
Leek Aleer,fantasy_points,10,9,11
Luke Ryan,fantasy_points,10,23,23
Marcus Bontempelli,fantasy_points,10,19,21
Sam Butler,fantasy_points,10,6,8
Sam Walsh,fantasy_points,10,18,19
Will Lorenz,fantasy_points,10,3,6
Ben Ainsworth,fantasy_points,9.5,22,25
Billy Wilson,fantasy_points,9.5,9,10
Cameron Zurhaar,fantasy_points,9.5,23,22
Ed Richards,fantasy_points,9.5,22,23
Jase Burgoyne,fantasy_points,9.5,22,21
Ollie Lord,fantasy_points,9.5,8,8
Oscar Adams,fantasy_points,9.5,13,8
Sam Berry,fantasy_points,9.5,23,18
Sam Darcy,fantasy_points,9.5,11,12
Talor Byrne,fantasy_points,9.5,8,10
Alex Neal-Bullen,fantasy_points,9,26,20
Brad Close,fantasy_points,9,22,20
Connor Macdonald,fantasy_points,9,22,25
Ed Langdon,fantasy_points,9,23,23
Hugh Jackson,fantasy_points,9,3,6
Izak Rankine,fantasy_points,9,23,19
Jack Buckley,fantasy_points,9,15,13
Jake Stringer,fantasy_points,9,19,19
Keidean Coleman,fantasy_points,9,7,7
Nick Haynes,fantasy_points,9,20,21
Oliver Dempsey,fantasy_points,9,26,23
Ryan Byrnes,fantasy_points,9,18,14
Ryan Lester,fantasy_points,9,21,24
Daniel Curtin,fantasy_points,8.5,22,19
Harley Reid,fantasy_points,8.5,20,22
Joel Hamling,fantasy_points,8.5,12,11
Josh Dolan,fantasy_points,8.5,14,8
Judd McVee,fantasy_points,8.5,18,20
Tom Blamires,fantasy_points,8.5,8,9
Angus Anderson,fantasy_points,8,7,9
Billy Dowling,fantasy_points,8,1,3
Dyson Sharp,fantasy_points,8,8,7
Harry Dean,fantasy_points,8,11,9
Hussien El Achkar,fantasy_points,8,4,5
James Worpel,fantasy_points,8,13,19
Jaxon Prior,fantasy_points,8,23,22
Jed Walter,fantasy_points,8,14,20
Lewis Young,fantasy_points,8,11,14
Luke McDonald,fantasy_points,8,17,16
Mabior Chol,fantasy_points,8,19,23
Marcus Windhager,fantasy_points,8,23,23
Mark Blicavs,fantasy_points,8,20,23
Nick Blakey,fantasy_points,8,22,23
Sam Durham,fantasy_points,8,19,21
Tom Burton,fantasy_points,8,3,2
Adam Cerra,fantasy_points,7.5,19,20
Andrew Brayshaw,fantasy_points,7.5,23,24
Hamish Davis,fantasy_points,7.5,13,16
Jack Henry,fantasy_points,7.5,20,20
Jackson Mead,fantasy_points,7.5,16,14
Jordan Croft,fantasy_points,7.5,10,9
Mani Liddy,fantasy_points,7.5,6,3
Sam Clohesy,fantasy_points,7.5,10,16
Angus Clarke,fantasy_points,7,11,9
Archie Perkins,fantasy_points,7,17,20
Bailey Dale,fantasy_points,7,20,21
Brandon Zerk-Thatcher,fantasy_points,7,9,8
Brodie Smith,fantasy_points,7,7,4
Connor Budarick,fantasy_points,7,13,20
Conor Nash,fantasy_points,7,15,17
Dan Houston,fantasy_points,7,23,21
Daniel Turner,fantasy_points,7,17,21
Dylan Patterson,fantasy_points,7,3,2
Jai Newcombe,fantasy_points,7,23,26
Josh Rachele,fantasy_points,7,19,18
Kai Lohmann,fantasy_points,7,19,22
Karl Worner,fantasy_points,7,22,24
Kieren Briggs,fantasy_points,7,19,19
Lachlan Sullivan,fantasy_points,7,8,8
Sandy Brock,fantasy_points,7,8,12
Todd Goldstein,fantasy_points,7,8,8
Tom Barrass,fantasy_points,7,21,23
Tylar Young,fantasy_points,7,15,15
Xavier Duursma,fantasy_points,7,19,21
Buku Khamis,fantasy_points,6.5,18,19
Changkuoth Jiath,fantasy_points,6.5,13,22
Jacob Wehr,fantasy_points,6.5,15,16
Josh Battle,fantasy_points,6.5,22,25
Mason Redman,fantasy_points,6.5,17,18
Maurice Rioli,fantasy_points,6.5,10,13
Nick Coffield,fantasy_points,6.5,8,9
Oliver Henry,fantasy_points,6.5,18,19
Alex Pearce,fantasy_points,6,17,19
Ben King,fantasy_points,6,22,26
Charlie West,fantasy_points,6,5,4
Harvey Langford,fantasy_points,6,23,22
Jack Bowes,fantasy_points,6,15,15
Jack Buller,fantasy_points,6,11,8
Jack Crisp,fantasy_points,6,25,23
Jake Waterman,fantasy_points,6,15,16
Justin McInerney,fantasy_points,6,18,12
Kade Chandler,fantasy_points,6,23,22
Lachie Weller,fantasy_points,6,15,15
Lachlan Bramble,fantasy_points,6,23,23
Liam Puncher,fantasy_points,6,4,4
Luke Davies-Uniacke,fantasy_points,6,24,21
Luke Jackson,fantasy_points,6,22,22
Mac Andrew,fantasy_points,6,22,25
Noah Anderson,fantasy_points,6,21,26
Tim Taranto,fantasy_points,6,22,21
Toby Bedford,fantasy_points,6,21,19
Will Ashcroft,fantasy_points,6,23,27
Zeke Uwland,fantasy_points,6,7,10
Ben Long,fantasy_points,5.5,21,24
Brennan Cox,fantasy_points,5.5,20,22
Caleb Daniel,fantasy_points,5.5,24,22
Chad Warner,fantasy_points,5.5,22,23
Darcy Byrne-Jones,fantasy_points,5.5,22,22
Elijah Hewett,fantasy_points,5.5,12,14
Hayden Young,fantasy_points,5.5,10,13
Jacob Konstanty,fantasy_points,5.5,18,15
Josh Lai,fantasy_points,5.5,10,9
Josh Worrell,fantasy_points,5.5,25,22
Liam Duggan,fantasy_points,5.5,20,23
Tom Papley,fantasy_points,5.5,15,14
Zach Reid,fantasy_points,5.5,17,16
Angus Sheldrick,fantasy_points,5,19,19
Bailey Laurie,fantasy_points,5,11,6
Brody Mihocek,fantasy_points,5,17,15
Darcy Jones,fantasy_points,5,12,11
Darcy Wilson,fantasy_points,5,19,21
Harvey Thomas,fantasy_points,5,21,19
Isaac Cumming,fantasy_points,5,21,19
Jack Sinclair,fantasy_points,5,19,19
Jarrod Witts,fantasy_points,5,17,20
Joel Amartey,fantasy_points,5,12,11
Latrelle Pickett,fantasy_points,5,8,8
Leonardo Lombard,fantasy_points,5,13,14
Mason Wood,fantasy_points,5,19,22
Max Gawn,fantasy_points,5,23,23
Michael Frederick,fantasy_points,5,21,21
Noah Balta,fantasy_points,5,16,14
Oliver Wiltshire,fantasy_points,5,7,9
Oscar Allen,fantasy_points,5,11,13
Zak Jones,fantasy_points,5,8,7
Beau Addinsall,fantasy_points,4.5,4,5
Ben Keays,fantasy_points,4.5,26,22
Caleb Windsor,fantasy_points,4.5,19,18
Heath Chapman,fantasy_points,4.5,23,22
Jack Ison,fantasy_points,4.5,4,4
Liam McMahon,fantasy_points,4.5,4,3
Max Heath,fantasy_points,4.5,5,6
Nasiah Wanganeen-Milera,fantasy_points,4.5,20,20
Seth Campbell,fantasy_points,4.5,22,23
Archie Roberts,fantasy_points,4,22,22
Ben Hobbs,fantasy_points,4,7,11
Callum Wilkie,fantasy_points,4,23,23
Cody Angove,fantasy_points,4,3,2
Isaiah Dudley,fantasy_points,4,20,19
Jy Simpkin,fantasy_points,4,24,20
Kyle Langford,fantasy_points,4,16,12
Lachy Dovaston,fantasy_points,4,2,4
Milan Murdock,fantasy_points,4,10,10
Nat Fyfe,fantasy_points,4,4,4
Nate Caddy,fantasy_points,4,20,19
Oskar Baker,fantasy_points,4,7,11
Saad El-Hawli,fantasy_points,4,10,7
Tim Kelly,fantasy_points,4,22,19
Tyler Brockman,fantasy_points,4,10,10
Zak Butters,fantasy_points,4,20,17
Aaron Cadman,fantasy_points,3.5,22,20
Ben Jepson,fantasy_points,3.5,2,4
Bo Allan,fantasy_points,3.5,13,12
Cam Mackenzie,fantasy_points,3.5,16,17
Dylan Shiel,fantasy_points,3.5,6,8
Finnbar Maley,fantasy_points,3.5,8,5
Jack Ginnivan,fantasy_points,3.5,23,24
Jordan Clark,fantasy_points,3.5,23,24
Lachie Schultz,fantasy_points,3.5,19,18
Rhett Bazzo,fantasy_points,3.5,10,11
Tom Atkins,fantasy_points,3.5,26,23
Aaron Francis,fantasy_points,3,4,6
Aliir Aliir,fantasy_points,3,23,21
Archer Reid,fantasy_points,3,9,11
Bailey Humphrey,fantasy_points,3,20,23
Brayden Cook,fantasy_points,3,13,12
Callum Mills,fantasy_points,3,16,18
Dylan Moore,fantasy_points,3,22,26
Jack Silvagni,fantasy_points,3,17,19
Jake Bowey,fantasy_points,3,20,18
James Leake,fantasy_points,3,3,5
Jobe Shanahan,fantasy_points,3,15,17
Jordon Butts,fantasy_points,3,9,10
Lincoln McCarthy,fantasy_points,3,3,5
Luke Breust,fantasy_points,3,4,4
Matt Roberts,fantasy_points,3,19,18
Mitchell Edwards,fantasy_points,3,10,8
Mitchell Hinge,fantasy_points,3,14,11
Oleg Markov,fantasy_points,3,3,5
Sam Collins,fantasy_points,3,21,22
Sam Draper,fantasy_points,3,12,15
Willem Duursma,fantasy_points,3,11,11
Zac Bailey,fantasy_points,3,22,26
Callum Brown,fantasy_points,2.5,20,20
Darcy Cameron,fantasy_points,2.5,25,22
Harry Morrison,fantasy_points,2.5,15,18
Harvey Harrison,fantasy_points,2.5,6,5
James O'Donnell,fantasy_points,2.5,20,21
Jeremy Cameron,fantasy_points,2.5,24,19
Jordan De Goey,fantasy_points,2.5,18,14
Joshua Draper,fantasy_points,2.5,4,7
Taylor Duryea,fantasy_points,2.5,3,2
Taylor Walker,fantasy_points,2.5,24,15
Tom Powell,fantasy_points,2.5,16,15
Will McLachlan,fantasy_points,2.5,3,4
Zac Williams,fantasy_points,2.5,16,12
Brodie Kemp,fantasy_points,2,14,14
Harry Rowston,fantasy_points,2,11,11
Harry Sharp,fantasy_points,2,20,21
Jack Hutchinson,fantasy_points,2,11,11
Jacob Weitering,fantasy_points,2,19,16
James Sicily,fantasy_points,2,20,25
Jayden Nguyen,fantasy_points,2,5,5
Josh Ward,fantasy_points,2,23,25
Levi Ashcroft,fantasy_points,2,23,27
Liam Stocker,fantasy_points,2,17,18
Matthew Kennedy,fantasy_points,2,23,23
Mitch Lewis,fantasy_points,2,15,15
Murphy Reid,fantasy_points,2,22,23
Ned Long,fantasy_points,2,24,22
Nick Daicos,fantasy_points,2,25,22
Peter Wright,fantasy_points,2,20,17
Sam Taylor,fantasy_points,2,16,16
Tim English,fantasy_points,2,19,19
Toby Greene,fantasy_points,2,23,20
Tom Brown,fantasy_points,2,22,19
Tristan Xerri,fantasy_points,2,19,20
Bailey Banfield,fantasy_points,1.5,10,12
Harry Sheezel,fantasy_points,1.5,24,21
Jake Riccardi,fantasy_points,1.5,16,13
Jeremy McGovern,fantasy_points,1.5,4,2
Kye Annand,fantasy_points,1.5,6,5
Massimo D'Ambrosio,fantasy_points,1.5,23,26
Neil Erasmus,fantasy_points,1.5,20,19
Oliver Hollands,fantasy_points,1.5,19,16
Patrick Lipinski,fantasy_points,1.5,24,18
Rhylee West,fantasy_points,1.5,23,22
Thomas Sims,fantasy_points,1.5,5,6
Toby McMullin,fantasy_points,1.5,8,11
Zach Guthrie,fantasy_points,1.5,26,23
Zak Johnson,fantasy_points,1.5,8,8
Aaron Naughton,fantasy_points,1,23,22
Aidan Corr,fantasy_points,1,14,12
Cody Curtin,fantasy_points,1,3,1
Griffin Logue,fantasy_points,1,18,14
Harry Perryman,fantasy_points,1,23,18
Isaac Heeney,fantasy_points,1,22,21
Isaac Kako,fantasy_points,1,19,19
Jed McEntee,fantasy_points,1,3,3
Joel Freijah,fantasy_points,1,23,23
Lachie Ash,fantasy_points,1,24,23
Lance Collard,fantasy_points,1,7,5
Mason Cox,fantasy_points,1,12,14
Nathan O'Driscoll,fantasy_points,1,17,13
Riley Garcia,fantasy_points,1,4,4
Shaun Mannagh,fantasy_points,1,25,21
Steven May,fantasy_points,1,7,9
Tim Membrey,fantasy_points,1,22,20
Tom Lynch,fantasy_points,1,18,13
Tyler Sonsie,fantasy_points,1,16,15
Wil Powell,fantasy_points,1,21,24
Will White,fantasy_points,1,6,8
Xavier O'Halloran,fantasy_points,1,19,18
Anthony Caminiti,fantasy_points,0.5,21,20
Billy Frampton,fantasy_points,0.5,21,18
Conor McKenna,fantasy_points,0.5,12,10
Jack Ough,fantasy_points,0.5,3,2
Jarrod Berry,fantasy_points,0.5,18,24
Sam Davidson,fantasy_points,0.5,19,16
Bailey J. Williams,fantasy_points,0,15,20
Bodhi Uwland,fantasy_points,0,22,26
Christian Salem,fantasy_points,0,16,16
Ethan Read,fantasy_points,0,15,21
Francis Evans,fantasy_points,0,15,16
Jack Darling,fantasy_points,0,23,21
Jack Viney,fantasy_points,0,8,10
James Jordon,fantasy_points,0,22,23
Mykelti Lefau,fantasy_points,0,12,10
Noah Answerth,fantasy_points,0,14,18
Sullivan Robey,fantasy_points,0,7,8
Will Hayward,fantasy_points,0,20,22
William Hayes,fantasy_points,0,3,8
Alex Sexton,fantasy_points,-0.5,2,3
Alixzander Tauru,fantasy_points,-0.5,4,6
Caleb Serong,fantasy_points,-0.5,22,22
Jack Williams,fantasy_points,-0.5,13,12
Jed Bews,fantasy_points,-0.5,2,2
Lawson Humphries,fantasy_points,-0.5,25,22
Matt Whitlock,fantasy_points,-0.5,4,1
Tom McDonald,fantasy_points,-0.5,13,14
Trent Rivers,fantasy_points,-0.5,20,19
Adam Saad,fantasy_points,-1,11,13
James Peatling,fantasy_points,-1,24,20
Jedd Busslinger,fantasy_points,-1,8,7
Malakai Champion,fantasy_points,-1,6,4
Matthew Cottrell,fantasy_points,-1,10,8
Max Michalanney,fantasy_points,-1,24,20
Mitch Owens,fantasy_points,-1,21,18
Nik Cox,fantasy_points,-1,4,4
Oscar Steene,fantasy_points,-1,3,5
Shannon Neale,fantasy_points,-1,26,22
Tobie Travaglia,fantasy_points,-1,8,11
Toby Pink,fantasy_points,-1,11,11
Braeden Campbell,fantasy_points,-1.5,14,15
Charlie Comben,fantasy_points,-1.5,22,20
Cody Weightman,fantasy_points,-1.5,5,4
Daniel McStay,fantasy_points,-1.5,21,20
Harrison Ramm,fantasy_points,-1.5,4,3
Jacob Hopper,fantasy_points,-1.5,18,17
Marcus Herbert,fantasy_points,-1.5,4,6
Sam Grlj,fantasy_points,-1.5,9,12
Todd Marshall,fantasy_points,-1.5,7,8
Aidan Johnson,fantasy_points,-2,5,1
Bailey Macdonald,fantasy_points,-2,11,7
Billy Cootee,fantasy_points,-2,4,5
Bodie Ryan,fantasy_points,-2,3,2
Caleb Poulter,fantasy_points,-2,2,5
Cooper Lord,fantasy_points,-2,15,15
Dane Rampe,fantasy_points,-2,17,19
Harrison Oliver,fantasy_points,-2,3,2
Harry Himmelberg,fantasy_points,-2,24,23
Hugh McCluggage,fantasy_points,-2,19,21
Josaia Delana,fantasy_points,-2,5,7
Kamdyn McIntosh,fantasy_points,-2,12,11
Koltyn Tholstrup,fantasy_points,-2,16,16
Lachie Fogarty,fantasy_points,-2,13,9
Matt Rowell,fantasy_points,-2,18,25
Oscar McDonald,fantasy_points,-2,10,7
Patrick Cripps,fantasy_points,-2,23,23
Rhyan Mansell,fantasy_points,-2,11,15
Sam Switkowski,fantasy_points,-2,18,21
Toby Nankervis,fantasy_points,-2,18,16
Xavier Lindsay,fantasy_points,-2,13,11
Zac Banch,fantasy_points,-2,6,6
Bayley Fritsch,fantasy_points,-2.5,20,23
Caiden Cleary,fantasy_points,-2.5,10,11
Esava Ratugolea,fantasy_points,-2.5,12,9
Jack Steele,fantasy_points,-2.5,23,22
Lachie Whitfield,fantasy_points,-2.5,22,22
Charlie Cameron,fantasy_points,-3,22,26
Cooper Harvey,fantasy_points,-3,7,7
Corey Wagner,fantasy_points,-3,15,15
Darcy Fort,fantasy_points,-3,20,23
Elijah Tsatas,fantasy_points,-3,5,6
Harrison Jones,fantasy_points,-3,7,7
Harry McKay,fantasy_points,-3,15,18
Jamie Elliott,fantasy_points,-3,18,18
Jaspa Fletcher,fantasy_points,-3,23,27
Jayden Laverde,fantasy_points,-3,16,17
Lachlan McAndrew,fantasy_points,-3,11,11
Logan Morris,fantasy_points,-3,22,26
Luamon Lual,fantasy_points,-3,6,6
Max Hall,fantasy_points,-3,23,23
Oisin Mullin,fantasy_points,-3,25,23
Rhys Stanley,fantasy_points,-3,11,9
Steely Green,fantasy_points,-3,20,19
Tom Anastasopoulos,fantasy_points,-3,2,3
Willem Drew,fantasy_points,-3,24,21
William Edwards,fantasy_points,-3,6,8
Brandon Starcevich,fantasy_points,-3.5,10,15
Callum Ah Chee,fantasy_points,-3.5,15,18
Finn Callaghan,fantasy_points,-3.5,20,20
Hugo Garcia,fantasy_points,-3.5,20,20
Isaac Keeler,fantasy_points,-3.5,7,6
Isaac Quaynor,fantasy_points,-3.5,23,22
Jack Graham,fantasy_points,-3.5,16,15
Jack Higgins,fantasy_points,-3.5,20,19
Jack Watkins,fantasy_points,-3.5,7,4
Jayden Hunt,fantasy_points,-3.5,7,8
Joe Fonti,fantasy_points,-3.5,20,19
Kane McAuliffe,fantasy_points,-3.5,8,7
Lachlan McNeil,fantasy_points,-3.5,15,16
Matthew Owies,fantasy_points,-3.5,9,10
Nick Watson,fantasy_points,-3.5,22,24
Ryan Angwin,fantasy_points,-3.5,16,14
Ted Clohesy,fantasy_points,-3.5,5,4
Tom Cole,fantasy_points,-3.5,16,19
William McCabe,fantasy_points,-3.5,2,2
Alex Davies,fantasy_points,-4,8,6
Colby McKercher,fantasy_points,-4,24,22
Corey Durdin,fantasy_points,-4,20,19
George Wardlaw,fantasy_points,-4,16,13
Jack Lukosius,fantasy_points,-4,8,7
Jack Ross,fantasy_points,-4,20,22
Jacob Newton,fantasy_points,-4,2,3
Jamie Cripps,fantasy_points,-4,13,13
Luke Nankervis,fantasy_points,-4,11,12
Oliver Hayes-Brown,fantasy_points,-4,3,4
Sam Day,fantasy_points,-4,7,6
Tom Cochrane,fantasy_points,-4,2,4
Touk Miller,fantasy_points,-4,21,25
Willie Rioli,fantasy_points,-4,11,8
Hugo Hall-Kahan,fantasy_points,-4.5,5,6
Jake Soligo,fantasy_points,-4.5,24,21
James Rowbottom,fantasy_points,-4.5,22,22
Logan McDonald,fantasy_points,-4.5,11,10
Riley Bice,fantasy_points,-4.5,16,20
Tom McCarthy,fantasy_points,-4.5,16,16
Ben McKay,fantasy_points,-5,12,13
Campbell Lake,fantasy_points,-5,6,4
Connor Idun,fantasy_points,-5,24,23
Dan Butler,fantasy_points,-5,8,8
Darcy Wilmot,fantasy_points,-5,23,27
Hunter Clark,fantasy_points,-5,10,10
Jacob Farrow,fantasy_points,-5,11,10
Jordan Dawson,fantasy_points,-5,24,21
Josh Lindsay,fantasy_points,-5,7,8
Lloyd Meek,fantasy_points,-5,23,25
Riley Hamilton,fantasy_points,-5,5,3
Robert Hansen Jr,fantasy_points,-5,6,6
Sam Marshall,fantasy_points,-5,6,7
Tom De Koning,fantasy_points,-5,22,20
Tom Gross,fantasy_points,-5,5,7
Beau McCreery,fantasy_points,-5.5,22,19
Ben Miller,fantasy_points,-5.5,22,22
Christian Moraes,fantasy_points,-5.5,14,12
Clayton Oliver,fantasy_points,-5.5,24,21
Jordan Boyd,fantasy_points,-5.5,1,4
Karl Amon,fantasy_points,-5.5,18,25
Kysaiah Pickett,fantasy_points,-5.5,21,22
Lachie Neale,fantasy_points,-5.5,20,25
Riley Hardeman,fantasy_points,-5.5,12,12
Seamus Mitchell,fantasy_points,-5.5,2,2
Shai Bolton,fantasy_points,-5.5,23,22
Charlie Curnow,fantasy_points,-6,22,18
Chayce Jones,fantasy_points,-6,5,3
Darcy Moore,fantasy_points,-6,14,12
Harry Edwards,fantasy_points,-6,9,10
Jacob van Rooyen,fantasy_points,-6,18,20
Jay Polkinghorne,fantasy_points,-6,3,3
Josh Weddle,fantasy_points,-6,17,21
Mitch Zadow,fantasy_points,-6,5,4
Sam Swadling,fantasy_points,-6,5,3
Toby Murray,fantasy_points,-6,5,8
Zac Taylor,fantasy_points,-6,22,16
Zane Duursma,fantasy_points,-6,14,11
Andrew McGrath,fantasy_points,-6.5,22,21
Campbell Chesser,fantasy_points,-6.5,4,3
Jai Murray,fantasy_points,-6.5,5,4
Joel Jeffrey,fantasy_points,-6.5,22,25
Luke Parker,fantasy_points,-6.5,23,22
Matthew Jefferson,fantasy_points,-6.5,11,12
Oliver Hannaford,fantasy_points,-6.5,3,2
Reuben Ginbey,fantasy_points,-6.5,18,18
Thomas Edwards,fantasy_points,-6.5,5,4
Tom Stewart,fantasy_points,-6.5,23,18
Harvey Johnston,fantasy_points,-7,3,5
Hugh Bond,fantasy_points,-7,6,6
Josh Dunkley,fantasy_points,-7,23,27
Tom Green,fantasy_points,-7,11,12
Tom Liberatore,fantasy_points,-7,17,17
Travis Boak,fantasy_points,-7,6,10
Wil Dawson,fantasy_points,-7,7,8
Will Hoskin-Elliott,fantasy_points,-7,9,9
Charlie Spargo,fantasy_points,-7.5,15,14
Jake Kolodjashnij,fantasy_points,-7.5,7,4
Miles Bergman,fantasy_points,-7.5,18,17
Oliver Florent,fantasy_points,-7.5,19,20
Cam Rayner,fantasy_points,-8,23,27
